ano,mes,sigla_uf,admitidos_desligados,tipo_estabelecimento,tipo_movimentacao_desagregado,faixa_emprego_inicio_janeiro,quantidade_horas_contratadas,salario_mensal,indicador_aprendiz,indicador_portador_deficiencia,cbo_2002,grau_instrucao,idade,sexo,raca_cor,previsao
2019,2,MG,0,1,6,2,44,1050.0,0,0,5,6,23,0,2.0,0
2019,9,MG,0,3,6,1,44,1200.0,0,0,6,2,62,1,2.0,0
2018,3,MG,1,1,10,3,39,1442.0,0,0,7,6,40,1,9.0,1
2019,4,MG,1,1,1,7,44,998.0,0,0,8,7,18,1,4.0,1
2019,2,MG,1,1,2,7,44,1060.0,0,0,7,7,25,0,8.0,1
2019,1,MG,1,3,2,5,44,998.0,0,0,6,3,27,1,4.0,1
2018,5,MG,1,3,2,6,44,954.0,0,0,6,7,20,1,8.0,1
2019,6,MG,1,1,2,7,44,1101.0,0,0,8,6,27,1,8.0,1
2018,1,MG,0,3,4,5,44,954.0,0,0,6,3,28,1,8.0,0
2019,10,MG,1,1,2,1,44,1000.0,0,0,7,7,20,1,2.0,1
2019,1,MG,1,1,2,4,44,998.0,0,0,6,4,55,1,8.0,1
2018,10,MG,0,3,4,1,44,954.0,0,0,6,5,53,1,2.0,0
2018,2,MG,0,1,4,3,44,954.0,0,0,7,5,47,1,2.0,0
2018,6,MG,0,3,4,4,44,954.0,0,0,6,6,38,1,8.0,0
2018,2,MG,0,1,4,6,44,1670.0,0,0,3,8,30,1,8.0,0
2018,12,MG,0,1,6,3,44,979.0,0,0,7,7,21,1,8.0,0
2019,4,MG,0,1,11,6,44,1522.0,0,0,7,7,40,1,8.0,0
2018,2,MG,1,1,2,3,44,954.0,0,0,4,7,33,0,8.0,1
2018,9,MG,0,1,6,1,44,1800.0,0,0,7,7,41,1,2.0,0
2019,12,MG,0,1,11,5,44,1845.0,0,0,3,7,27,1,8.0,0
2018,10,MG,1,1,2,6,44,1333.0,0,0,7,7,30,1,2.0,1
2018,8,MG,1,1,2,1,44,0.0,0,0,2,9,37,0,2.0,1
2018,4,MG,1,1,2,4,44,2240.0,0,0,4,9,41,0,8.0,1
2018,9,MG,0,1,4,6,44,3240.0,0,0,1,7,50,1,2.0,0
2019,10,MG,0,1,4,2,44,1720.0,0,0,7,7,27,0,2.0,0
2019,4,MG,0,1,6,6,44,2085.0,0,0,7,7,38,1,9.0,0
2019,9,MG,0,1,6,1,44,1171.0,0,0,3,7,20,0,8.0,0
2019,5,MG,0,1,11,6,44,1062.0,0,0,7,7,37,1,9.0,0
2018,6,MG,0,1,43,1,44,3269.0,0,0,9,5,49,1,9.0,0
2018,6,MG,0,1,43,1,44,3269.0,0,0,9,5,49,1,9.0,0
2018,4,MG,1,1,2,2,30,2192.0,0,0,4,8,19,1,8.0,1
2018,6,MG,1,1,2,1,44,2000.0,0,0,1,7,22,0,8.0,1
2019,5,MG,1,1,2,6,44,1097.0,0,0,6,4,32,1,8.0,1
2019,5,MG,1,1,2,6,44,1097.0,0,0,6,4,32,1,8.0,1
2018,4,MG,1,1,2,9,44,1824.0,0,0,7,5,59,1,2.0,1
2019,2,MG,1,1,2,4,44,1050.0,0,0,5,7,29,1,9.0,1
2018,2,MG,1,1,2,3,44,1178.0,0,0,6,3,20,1,8.0,1
2019,5,MG,1,1,2,6,44,1097.0,0,0,6,4,32,1,8.0,1
2019,2,MG,1,1,2,3,44,1341.0,0,0,6,7,39,1,9.0,1
2019,5,MG,1,1,2,6,44,1097.0,0,0,6,4,32,1,8.0,1
2019,4,MG,0,1,4,2,44,2140.0,0,0,7,7,30,1,8.0,0
2018,4,MG,0,1,4,1,44,954.0,0,0,5,7,42,0,2.0,0
2019,8,MG,0,1,6,2,44,1097.0,0,0,6,4,35,1,8.0,0
2018,5,MG,1,1,2,7,44,1210.0,0,0,7,7,27,1,8.0,1
2018,9,MG,1,1,2,1,44,954.0,0,0,5,6,33,0,9.0,1
2019,6,MG,1,1,25,7,36,1381.0,0,0,3,7,33,1,8.0,1
2018,2,MG,1,1,1,8,44,954.0,0,0,5,7,19,1,8.0,1
2018,9,MG,1,1,1,3,20,504.0,0,0,7,7,19,1,2.0,1
2019,5,MG,1,1,2,6,44,998.0,0,0,5,5,37,1,4.0,1
2018,4,MG,1,1,2,1,44,1440.0,0,0,7,7,39,1,9.0,1
2018,8,MG,1,1,2,4,44,1020.0,0,0,4,9,27,0,2.0,1
2019,12,MG,1,1,2,1,44,1134.0,0,0,5,7,22,1,2.0,1
2019,11,MG,1,1,2,1,44,1106.0,0,0,7,7,20,1,8.0,1
2018,2,MG,1,1,2,4,42,1341.0,0,0,5,7,43,1,4.0,1
2018,6,MG,1,1,2,4,44,1950.0,0,0,5,7,45,0,2.0,1
2018,10,MG,1,1,2,7,44,1088.0,0,0,5,7,34,1,2.0,1
2018,10,MG,1,1,2,4,44,1087.0,0,0,5,7,25,0,4.0,1
2019,6,MG,1,1,2,4,44,1140.0,0,0,4,5,46,1,8.0,1
2018,3,MG,1,1,2,7,44,1088.0,0,0,5,7,50,1,8.0,1
2018,2,MG,1,1,2,2,44,1226.0,0,0,5,7,42,1,9.0,1
2018,10,MG,1,1,2,6,44,1200.0,0,0,2,9,32,0,2.0,1
2019,8,MG,1,1,2,4,44,1041.0,0,0,5,7,39,1,9.0,1
2018,7,MG,1,1,2,5,44,1036.0,0,0,5,5,19,0,8.0,1
2019,2,MG,1,1,2,9,44,1364.0,0,0,5,2,41,1,2.0,1
2018,1,MG,1,1,2,3,44,1043.0,0,0,4,9,35,0,9.0,1
2019,8,MG,1,1,2,7,44,1061.0,0,0,7,4,21,1,2.0,1
2018,5,MG,1,1,2,1,44,1385.0,0,0,5,7,18,0,2.0,1
2018,5,MG,1,1,2,2,44,1765.0,0,0,2,9,36,0,9.0,1
2019,5,MG,1,1,2,4,44,1267.0,0,0,5,7,28,0,8.0,1
2019,6,MG,1,1,2,5,20,499.0,1,0,4,7,18,0,9.0,1
2018,5,MG,1,1,2,8,44,1731.0,0,0,7,6,26,1,4.0,1
2019,9,MG,1,1,2,3,20,514.0,0,0,3,9,22,0,8.0,1
2018,10,MG,1,1,2,4,44,1106.0,0,0,5,4,29,0,9.0,1
2018,9,MG,1,1,2,1,44,1165.0,0,0,5,7,19,0,2.0,1
2019,12,MG,1,1,2,1,44,998.0,0,0,5,7,45,1,4.0,1
2019,11,MG,1,3,2,1,44,1150.0,0,0,5,7,40,0,2.0,1
2019,3,MG,1,1,2,3,44,1132.0,0,0,2,8,22,0,2.0,1
2019,8,MG,1,1,2,1,44,1102.0,0,0,6,5,53,1,4.0,1
2019,2,MG,1,1,2,4,44,1307.0,0,0,7,7,48,1,8.0,1
2018,7,MG,1,1,2,5,44,1087.0,0,0,8,7,22,1,9.0,1
2018,11,MG,1,3,2,1,44,954.0,0,0,6,5,39,1,2.0,1
2019,8,MG,1,1,2,7,44,1061.0,0,0,7,4,21,1,2.0,1
2019,10,MG,1,3,2,4,44,2127.0,0,0,9,7,33,1,2.0,1
2019,10,MG,1,1,2,8,44,1131.0,0,0,7,8,27,1,8.0,1
2019,10,MG,1,1,2,8,44,1131.0,0,0,7,7,36,1,8.0,1
2018,5,MG,0,1,4,7,44,1005.0,0,0,8,7,23,1,4.0,0
2018,12,MG,0,1,4,3,22,1487.0,0,0,3,8,36,0,2.0,0
2019,3,MG,0,1,4,4,44,1110.0,0,0,5,7,37,1,9.0,0
2018,5,MG,0,1,4,5,44,1372.0,0,0,5,7,22,0,8.0,0
2018,8,MG,0,1,4,2,44,1079.0,0,0,5,7,34,1,9.0,0
2018,7,MG,0,1,4,9,30,1082.0,0,0,5,2,46,1,2.0,0
2018,9,MG,0,1,4,4,44,1082.0,0,0,7,6,42,0,9.0,0
2019,2,MG,0,1,4,9,44,2066.0,0,0,4,8,37,1,2.0,0
2019,11,MG,0,1,4,1,44,1131.0,0,0,3,7,24,0,2.0,0
2019,5,MG,0,1,4,5,44,4069.0,0,0,3,7,44,1,2.0,0
2018,5,MG,0,1,4,1,44,1341.0,0,0,5,7,36,1,9.0,0
2018,8,MG,0,1,4,1,44,1079.0,0,0,5,7,25,1,9.0,0
2018,6,MG,0,1,4,2,44,1872.0,0,0,3,7,29,1,2.0,0
2018,2,MG,0,1,4,4,44,1804.0,0,0,3,7,26,1,2.0,0
2018,10,MG,0,1,4,8,36,1051.0,0,0,4,7,26,0,2.0,0
2019,8,MG,0,1,4,8,44,1425.0,0,0,8,7,43,1,4.0,0
2018,4,MG,0,1,4,6,44,1421.0,0,0,7,7,25,1,8.0,0
2018,8,MG,0,1,4,1,22,544.0,0,0,5,7,56,0,8.0,0
2019,6,MG,0,1,4,2,44,1130.0,0,0,8,7,25,0,2.0,0
2019,1,MG,0,1,6,4,44,1523.0,0,0,4,7,49,0,2.0,0
2019,7,MG,0,1,6,9,36,1562.0,0,0,7,9,28,1,8.0,0
2019,5,MG,0,1,6,3,43,1079.0,0,0,8,7,26,0,2.0,0
2019,12,MG,0,1,6,9,36,1341.0,0,0,4,9,24,0,8.0,0
2018,5,MG,0,1,6,8,44,1088.0,0,0,7,8,22,1,2.0,0
2018,2,MG,0,1,6,3,44,1048.0,0,0,5,7,28,0,2.0,0
2019,3,MG,0,1,6,3,43,4394.0,0,0,2,9,55,1,2.0,0
2018,8,MG,0,1,6,8,44,1217.0,0,0,7,7,28,1,8.0,0
2019,9,MG,0,1,6,2,44,1406.0,0,0,1,7,31,1,2.0,0
2018,8,MG,0,1,6,2,44,1258.0,0,0,5,7,29,0,2.0,0
2019,11,MG,0,1,6,1,44,1461.0,0,0,7,7,39,1,2.0,0
2019,8,MG,0,1,6,1,41,1327.0,0,0,5,6,19,1,4.0,0
2018,8,MG,0,1,11,1,44,1477.0,0,0,7,7,26,1,2.0,0
2018,5,MG,0,1,11,7,44,1088.0,0,0,5,6,19,1,8.0,0
2018,6,MG,0,1,11,1,44,1061.0,0,0,5,4,27,0,2.0,0
2019,1,MG,0,1,11,5,44,1299.0,0,0,7,7,36,1,2.0,0
2018,5,MG,0,1,11,7,44,1470.0,0,0,8,7,35,1,2.0,0
2019,7,MG,0,1,11,6,36,703.0,1,0,4,7,21,1,8.0,0
2018,8,MG,1,1,25,4,44,1088.0,0,0,4,7,23,1,2.0,1
2018,2,MG,1,1,25,6,44,980.0,0,0,7,7,23,1,8.0,1
2019,12,MG,1,1,25,1,44,1165.0,0,0,5,7,49,0,2.0,1
2019,6,MG,1,1,25,6,20,544.0,0,0,4,7,29,1,8.0,1
2019,4,MG,0,1,33,4,44,3610.0,0,0,1,9,42,0,2.0,0
2019,8,MG,0,3,11,1,44,1237.0,0,0,6,7,50,1,2.0,0
2019,7,MG,0,1,4,5,44,1640.0,0,0,1,7,38,1,8.0,0
2019,5,MG,0,1,4,2,44,998.0,0,0,7,5,31,0,2.0,0
2019,11,MG,0,1,11,8,44,1072.0,0,0,6,7,51,1,2.0,0
2018,12,MG,0,1,11,8,44,1072.0,0,0,5,5,41,1,8.0,0
2018,10,MG,0,1,43,1,44,954.0,0,0,4,9,30,0,4.0,0
2018,8,MG,1,1,2,4,44,1010.0,0,0,4,7,25,1,2.0,1
2018,4,MG,1,1,25,7,44,1930.0,0,0,7,7,28,1,9.0,1
2018,4,MG,1,1,25,7,44,1930.0,0,0,7,7,28,1,9.0,1
2018,10,MG,1,1,2,2,44,1300.0,0,0,5,7,52,0,9.0,1
2019,3,MG,1,1,2,4,44,1119.0,0,0,5,7,33,0,9.0,1
2019,8,MG,1,1,2,2,44,1224.0,0,0,5,7,37,1,9.0,1
2018,10,MG,0,1,6,2,44,985.0,0,0,8,7,32,1,9.0,0
2018,8,MG,0,3,6,1,44,954.0,0,0,6,5,51,0,8.0,0
2018,2,MG,1,1,2,1,44,976.0,0,0,5,7,23,0,9.0,1
2018,7,MG,1,1,2,4,44,2344.0,0,0,7,7,39,1,2.0,1
2018,12,MG,0,1,4,6,44,1000.0,0,0,4,7,22,0,8.0,0
2019,9,MG,1,1,2,1,44,1053.0,0,0,7,4,38,0,9.0,1
2019,12,MG,0,1,11,8,24,544.0,1,0,9,7,21,0,2.0,0
2019,6,MG,0,1,6,2,44,1157.0,0,0,7,7,24,1,2.0,0
2018,5,MG,1,1,2,2,44,1171.0,0,0,5,7,27,1,2.0,1
2018,5,MG,1,1,2,4,44,1575.0,0,0,6,6,50,1,2.0,1
2018,4,MG,1,1,2,1,44,954.0,0,0,8,7,26,0,2.0,1
2019,11,MG,0,3,4,4,44,998.0,0,0,6,7,32,1,8.0,0
2019,6,MG,1,1,1,3,44,998.0,0,0,7,6,19,0,8.0,1
2018,10,MG,1,1,2,9,44,1045.0,0,0,7,7,24,1,4.0,1
2019,12,MG,1,1,2,1,44,1123.0,0,0,5,7,22,0,9.0,1
2019,1,MG,1,1,2,1,44,1053.0,0,0,4,7,25,0,2.0,1
2019,4,MG,1,1,2,3,44,1200.0,0,0,5,7,47,0,8.0,1
2018,3,MG,1,1,2,5,44,982.0,0,0,7,7,41,1,2.0,1
2018,1,MG,1,1,2,9,44,970.0,0,0,7,4,29,1,8.0,1
2019,12,MG,1,3,2,1,44,1800.0,0,0,7,7,48,1,2.0,1
2018,4,MG,0,1,4,9,44,1015.0,0,0,7,7,27,1,4.0,0
2018,1,MG,0,1,11,3,44,987.0,0,0,4,7,29,1,2.0,0
2019,5,MG,0,1,11,3,44,1053.0,0,0,5,7,50,0,8.0,0
2018,8,MG,0,1,4,6,44,1003.0,0,0,5,7,30,0,8.0,0
2018,9,MG,0,1,4,1,44,1517.0,0,0,1,7,42,0,8.0,0
2018,6,MG,0,1,6,1,44,987.0,0,0,5,7,21,1,8.0,0
2018,4,MG,1,1,2,1,44,954.0,0,0,4,7,54,1,2.0,1
2019,10,MG,0,1,4,4,44,1664.0,0,0,7,4,24,1,8.0,0
2019,11,MG,1,1,2,7,44,1050.0,0,0,8,4,49,0,4.0,1
2018,2,MG,1,3,2,1,44,954.0,0,0,6,6,44,1,2.0,1
2018,9,MG,1,1,2,6,44,1100.0,0,0,4,7,35,0,4.0,1
2019,2,MG,1,1,2,5,44,2517.0,0,0,3,8,24,1,4.0,1
2018,1,MG,1,1,2,6,44,2038.0,0,0,7,6,51,1,8.0,1
2018,11,MG,1,1,2,3,44,1050.0,0,0,5,7,29,1,2.0,1
2019,11,MG,0,1,4,1,27,0.0,0,0,4,7,20,0,9.0,0
2019,6,MG,0,1,4,2,44,1050.0,0,0,5,7,30,0,8.0,0
2018,9,MG,0,1,4,1,44,1400.0,0,0,1,7,25,0,2.0,0
2019,10,MG,0,1,4,1,44,2200.0,0,0,3,7,33,0,8.0,0
2018,11,MG,0,1,4,4,44,1320.0,0,0,6,7,39,1,8.0,0
2019,5,MG,1,1,2,1,44,1436.0,0,0,7,5,68,1,2.0,1
2019,7,MG,0,1,4,1,44,1952.0,0,0,7,7,41,1,8.0,0
2019,11,MG,0,1,4,1,44,2527.0,0,0,7,6,50,1,8.0,0
2018,6,MG,0,1,4,5,44,2189.0,0,0,7,2,36,1,2.0,0
2018,7,MG,1,3,2,3,44,2500.0,0,0,7,9,54,0,8.0,1
2018,6,MG,1,1,1,1,44,2321.0,0,0,7,7,62,1,2.0,1
2019,2,MG,1,1,2,5,44,1049.0,0,0,7,7,24,1,2.0,1
2019,5,MG,1,1,2,4,44,1500.0,0,0,7,7,26,1,4.0,1
2019,4,MG,0,1,4,3,44,1118.0,0,0,5,7,45,1,8.0,0
2018,4,MG,0,1,4,1,44,1500.0,0,0,4,9,45,1,2.0,0
2018,1,MG,0,1,6,3,44,1818.0,0,0,7,7,30,1,8.0,0
2018,5,MG,1,1,25,6,44,2090.0,0,0,7,6,27,1,4.0,1
2018,1,MG,1,1,25,5,44,2789.0,0,0,7,7,44,1,2.0,1
2018,9,MG,1,1,2,1,44,1083.0,0,0,7,7,30,1,9.0,1
2019,2,MG,1,3,2,1,44,1996.0,0,0,6,4,31,1,2.0,1
2019,1,MG,1,3,2,3,44,1139.0,0,0,6,6,29,1,2.0,1
2019,5,MG,0,3,6,4,44,1139.0,0,0,6,7,21,1,8.0,0
2018,5,MG,0,1,6,2,44,1992.0,0,0,5,3,54,1,9.0,0
2019,5,MG,1,3,25,5,44,0.0,0,0,6,7,38,0,9.0,1
2019,5,MG,1,3,25,5,44,0.0,0,0,6,7,38,0,9.0,1
2018,12,MG,1,3,1,3,44,1454.0,0,0,6,5,39,1,2.0,1
2018,9,MG,1,1,2,4,44,954.0,0,0,7,5,29,0,2.0,1
2018,7,MG,1,1,2,1,44,1102.0,0,0,7,5,28,1,2.0,1
2019,5,MG,1,1,2,4,44,2666.0,0,0,7,7,39,1,2.0,1
2018,4,MG,1,1,2,6,44,990.0,0,0,5,7,22,0,2.0,1
2018,4,MG,0,1,6,5,44,985.0,0,0,5,5,21,1,2.0,0
2018,4,MG,0,1,4,4,44,954.0,0,0,7,7,41,0,4.0,0
2019,9,MG,1,1,1,6,36,998.0,0,0,4,7,24,0,8.0,1
2019,10,MG,1,1,1,5,20,470.0,1,0,5,6,16,0,8.0,1
2019,9,MG,1,1,1,6,36,998.0,0,0,4,7,24,0,8.0,1
2019,9,MG,1,1,1,6,36,998.0,0,0,4,7,24,0,8.0,1
2018,1,MG,1,1,2,5,44,1005.0,0,0,5,7,42,1,8.0,1
2019,4,MG,1,1,2,3,42,1107.0,0,0,5,6,40,1,8.0,1
2018,1,MG,1,1,2,4,44,985.0,0,0,7,7,26,1,8.0,1
2019,7,MG,1,1,2,4,44,1111.0,0,0,1,7,33,1,8.0,1
2019,10,MG,1,1,2,1,44,998.0,0,0,7,7,25,1,2.0,1
2018,4,MG,1,1,2,3,44,1020.0,0,0,5,7,24,1,2.0,1
2018,3,MG,1,1,2,1,44,990.0,0,0,5,7,37,0,2.0,1
2018,10,MG,1,1,2,7,44,954.0,0,0,7,6,22,1,8.0,1
2019,10,MG,1,1,2,4,44,998.0,0,0,7,7,37,1,8.0,1
2019,7,MG,1,1,2,4,44,1111.0,0,0,1,7,33,1,8.0,1
2018,2,MG,1,1,2,4,44,1044.0,0,0,5,6,29,1,8.0,1
2018,10,MG,1,1,2,1,44,1044.0,0,0,5,5,20,0,2.0,1
2019,4,MG,1,1,2,3,44,1200.0,0,0,5,7,33,1,2.0,1
2018,11,MG,1,3,2,1,44,954.0,0,0,7,5,22,1,8.0,1
2019,12,MG,1,1,2,3,44,1200.0,0,0,8,7,45,0,8.0,1
2019,4,MG,1,1,2,3,44,1074.0,0,0,5,6,37,1,9.0,1
2019,8,MG,0,1,4,4,42,998.0,0,0,5,5,56,1,2.0,0
2019,5,MG,0,1,4,3,44,1094.0,0,0,5,7,31,1,8.0,0
2019,2,MG,0,1,4,5,44,1406.0,0,0,2,9,33,0,2.0,0
2018,9,MG,0,1,4,2,44,1050.0,0,0,5,7,20,1,8.0,0
2019,4,MG,0,3,4,1,44,998.0,0,0,3,7,23,0,2.0,0
2018,5,MG,0,1,4,5,44,1070.0,0,0,7,7,21,1,8.0,0
2019,3,MG,0,3,4,1,44,998.0,0,0,6,7,32,1,8.0,0
2018,1,MG,0,3,4,1,44,1463.0,0,0,7,7,28,1,8.0,0
2018,12,MG,0,1,6,1,44,1097.0,0,0,4,7,23,1,8.0,0
2019,12,MG,0,1,6,4,44,1129.0,0,0,4,5,39,1,8.0,0
2018,6,MG,0,1,11,4,44,990.0,0,0,5,7,29,0,8.0,0
2019,2,MG,1,1,2,2,44,1060.0,0,0,7,6,24,0,2.0,1
2018,3,MG,0,1,4,1,44,1060.0,0,0,7,5,40,0,2.0,0
2018,12,MG,1,3,1,4,44,954.0,0,0,6,7,19,0,9.0,1
2019,7,MG,1,1,2,2,42,1593.0,0,0,7,9,41,1,4.0,1
2019,6,MG,1,1,2,9,44,1044.0,0,0,4,7,39,0,8.0,1
2019,9,MG,1,1,2,5,44,1082.0,0,0,7,7,29,0,2.0,1
2019,12,MG,1,1,2,1,44,1086.0,0,0,4,5,45,1,8.0,1
2019,11,MG,0,1,4,5,40,2096.0,0,0,5,9,28,1,8.0,0
2018,7,MG,0,1,11,1,44,1105.0,0,0,5,5,22,1,2.0,0
2019,2,MG,0,1,4,4,44,1005.0,0,0,5,7,40,0,2.0,0
2018,10,MG,0,1,4,7,44,2631.0,0,0,7,7,40,1,2.0,0
2018,8,MG,0,3,11,2,44,0.0,0,0,6,7,36,0,9.0,0
2018,2,MG,1,1,2,8,44,954.0,0,0,5,7,36,0,8.0,1
2018,1,MG,1,1,2,1,44,985.0,0,0,5,7,38,0,2.0,1
2019,5,MG,1,3,25,2,44,998.0,0,0,6,7,48,1,9.0,1
2018,12,MG,1,3,2,1,44,976.0,0,0,6,4,20,1,2.0,1
2019,10,MG,1,3,2,2,44,1339.0,0,0,6,4,50,1,2.0,1
2019,5,MG,1,3,25,1,44,0.0,0,0,6,7,49,1,9.0,1
2018,11,MG,1,1,2,6,44,1659.0,0,0,7,7,29,1,2.0,1
2019,7,MG,1,1,2,3,44,1399.0,0,0,7,7,51,1,9.0,1
2019,11,MG,1,1,2,3,44,1777.0,0,0,7,4,59,1,9.0,1
2019,8,MG,1,1,2,9,40,1904.0,0,0,3,7,42,0,9.0,1
2019,1,MG,1,3,2,1,44,1280.0,0,0,7,5,36,1,8.0,1
2019,10,MG,1,1,2,4,44,1755.0,0,0,7,6,41,0,8.0,1
2018,8,MG,1,1,2,8,44,1102.0,0,0,7,3,28,1,8.0,1
2019,11,MG,1,1,2,1,44,1698.0,0,0,7,5,47,1,9.0,1
2018,9,MG,1,1,2,1,44,985.0,0,0,5,9,25,0,9.0,1
2019,6,MG,1,1,2,1,44,1119.0,0,0,5,5,53,0,9.0,1
2019,5,MG,0,1,4,8,44,2776.0,0,0,9,7,38,1,8.0,0
2019,8,MG,0,1,4,1,44,1086.0,0,0,5,2,20,1,8.0,0
2019,11,MG,0,1,4,4,44,1600.0,0,0,7,7,53,1,4.0,0
2019,2,MG,0,1,4,8,44,2504.0,0,0,7,7,32,1,8.0,0
2019,6,MG,0,1,4,2,36,925.0,0,0,5,7,31,1,8.0,0
2019,4,MG,0,1,4,7,44,2088.0,0,0,4,7,52,1,2.0,0
2018,6,MG,0,1,4,4,44,998.0,0,0,5,7,35,0,8.0,0
2018,1,MG,0,1,6,2,44,1761.0,0,0,4,7,34,0,8.0,0
2018,11,MG,0,1,8,9,44,4000.0,0,0,2,9,33,1,4.0,0
2019,10,MG,0,1,43,6,44,1944.0,0,0,7,5,44,1,2.0,0
2019,5,MG,1,3,2,1,44,998.0,0,0,6,3,30,1,2.0,1
2019,10,MG,0,1,4,1,44,998.0,0,0,9,6,22,1,2.0,0
2018,9,MG,1,1,1,1,44,1120.0,0,0,7,7,23,0,8.0,1
2018,7,MG,1,1,1,6,20,434.0,1,0,7,7,18,0,8.0,1
2018,7,MG,1,1,1,6,20,434.0,1,0,7,7,18,0,8.0,1
2018,3,MG,1,1,1,6,44,1000.0,0,0,4,7,21,0,2.0,1
2018,3,MG,1,1,2,6,44,1080.0,0,0,7,6,23,0,8.0,1
2019,9,MG,1,1,2,1,44,1029.0,0,0,7,7,28,0,2.0,1
2019,9,MG,1,1,2,2,44,1086.0,0,0,8,7,25,1,9.0,1
2019,4,MG,1,1,2,2,44,1600.0,0,0,7,4,33,0,4.0,1
2018,1,MG,1,1,2,7,44,1033.0,0,0,7,7,23,1,4.0,1
2018,8,MG,1,1,2,6,44,965.0,0,0,7,5,18,1,8.0,1
2018,4,MG,1,1,2,5,44,1050.0,0,0,7,7,36,1,4.0,1
2018,3,MG,1,1,2,2,44,1540.0,0,0,7,7,28,0,2.0,1
2018,1,MG,1,1,2,1,44,985.0,0,0,5,7,29,0,4.0,1
2018,10,MG,1,1,2,7,44,1164.0,0,0,5,1,46,0,2.0,1
2019,3,MG,1,1,2,6,44,1009.0,0,0,7,6,22,1,8.0,1
2018,7,MG,0,1,4,1,44,1632.0,0,0,7,6,41,1,6.0,0
2018,11,MG,0,1,4,4,44,1650.0,0,0,7,7,34,0,8.0,0
2019,9,MG,0,1,4,2,44,1086.0,0,0,5,4,34,1,2.0,0
2018,3,MG,0,1,4,5,44,1700.0,0,0,7,7,29,0,8.0,0
2019,8,MG,0,1,6,2,44,1497.0,0,0,2,9,36,0,8.0,0
2018,12,MG,0,1,11,5,44,965.0,0,0,7,2,43,0,8.0,0
2019,8,MG,0,1,11,3,44,1700.0,0,0,7,2,41,0,6.0,0
2019,7,MG,1,1,25,4,44,1160.0,0,0,7,7,24,0,2.0,1
2019,1,MG,1,1,25,6,44,3500.0,0,0,4,6,35,0,2.0,1
2018,3,MG,0,1,4,1,40,3536.0,0,0,1,9,51,1,8.0,0
2018,5,MG,1,1,2,6,44,1000.0,0,0,5,7,27,1,8.0,1
2019,10,MG,1,1,2,7,42,998.0,0,0,5,6,49,0,2.0,1
2019,7,MG,1,1,2,1,44,3000.0,0,0,7,5,47,1,2.0,1
2018,8,MG,1,1,2,1,44,1047.0,0,0,9,7,20,1,4.0,1
2018,8,MG,0,3,6,2,44,954.0,0,0,6,2,46,0,4.0,0
2018,8,MG,0,3,11,1,44,1185.0,0,0,6,4,26,1,8.0,0
2018,11,MG,0,1,11,4,20,448.0,1,0,4,6,17,0,8.0,0
2019,7,MG,1,1,1,3,44,1141.0,0,0,5,7,21,0,4.0,1
2018,1,MG,1,1,2,5,44,1069.0,0,0,7,2,25,1,4.0,1
2018,3,MG,0,1,4,2,44,985.0,0,0,5,7,36,0,8.0,0
2019,5,MG,0,1,4,4,44,1494.0,0,1,5,7,25,0,2.0,0
2019,12,MG,0,1,11,2,44,1076.0,0,0,8,6,25,1,8.0,0
2019,4,MG,1,1,25,9,20,473.0,1,1,4,5,17,1,6.0,1
2019,6,MG,1,1,2,6,44,998.0,0,0,6,7,19,1,9.0,1
2019,6,MG,1,1,2,6,44,998.0,0,0,6,7,19,1,9.0,1
2018,11,MG,0,1,4,5,44,1300.0,0,0,8,5,45,0,2.0,0
2018,7,MG,0,1,4,2,44,1103.0,0,0,5,7,27,0,8.0,0
2019,7,MG,1,1,2,1,44,998.0,0,0,7,5,29,1,4.0,1
2018,10,MG,1,3,2,6,44,954.0,0,0,6,3,20,1,2.0,1
2019,11,MG,1,3,2,1,44,1000.0,0,0,6,6,47,1,8.0,1
2018,5,MG,1,3,2,1,44,1790.0,0,0,7,2,58,1,8.0,1
2018,5,MG,1,3,2,1,44,1790.0,0,0,7,2,58,1,8.0,1
2018,7,MG,1,1,2,1,44,990.0,0,0,4,8,19,0,8.0,1
2018,9,MG,1,3,2,1,44,954.0,0,0,6,7,54,1,8.0,1
2019,11,MG,0,3,4,1,44,2702.0,0,0,7,3,57,1,4.0,0
2018,7,MG,0,3,4,1,44,1047.0,0,1,4,7,32,0,8.0,0
2018,5,MG,0,3,4,4,44,954.0,0,0,7,7,23,1,2.0,0
2018,11,MG,0,3,4,1,44,1089.0,0,0,7,7,32,1,9.0,0
2019,11,MG,0,1,4,8,44,5797.0,0,0,3,7,47,1,2.0,0
2018,2,MG,0,1,6,4,44,1059.0,0,0,9,7,30,1,8.0,0
2019,6,MG,1,1,25,5,44,3121.0,0,0,7,7,36,1,8.0,1
2018,6,MG,1,1,25,7,44,1191.0,0,0,7,3,41,0,8.0,1
2018,1,MG,1,1,25,6,44,1049.0,0,0,5,9,22,1,8.0,1
2018,4,MG,1,1,2,7,36,974.0,0,0,5,4,29,0,8.0,1
2018,5,MG,1,1,2,6,44,1151.0,0,0,5,7,28,1,8.0,1
2019,2,MG,1,1,2,1,44,1075.0,0,0,5,7,20,1,9.0,1
2019,11,MG,1,3,2,4,44,998.0,0,0,6,3,42,0,8.0,1
2018,11,MG,1,1,2,4,44,1900.0,0,0,9,6,30,1,2.0,1
2019,10,MG,1,1,2,3,44,1086.0,0,0,4,7,21,1,2.0,1
