ano,mes,sigla_uf,admitidos_desligados,tipo_estabelecimento,tipo_movimentacao_desagregado,faixa_emprego_inicio_janeiro,quantidade_horas_contratadas,salario_mensal,indicador_aprendiz,indicador_portador_deficiencia,cbo_2002,grau_instrucao,idade,sexo,raca_cor,previsao
2018,12,SP,0,1,5,5,44,1491.0,0,0,4,7,25,1,9.0,0
2019,8,SP,1,1,2,6,44,1160.0,0,0,5,7,59,0,8.0,1
2018,6,SP,0,1,4,9,43,2829.0,0,0,4,7,29,1,4.0,0
2019,2,SP,1,1,2,1,44,1369.0,0,0,5,3,26,0,2.0,1
2018,4,SP,1,1,1,2,44,1279.0,0,0,8,7,18,1,2.0,1
2019,3,SP,1,3,2,9,44,671.0,0,0,7,7,42,1,8.0,1
2018,8,SP,1,3,2,1,44,1170.0,0,0,6,4,34,1,4.0,1
2019,11,SP,0,1,4,1,44,2215.0,0,0,7,7,45,1,2.0,0
2019,7,SP,0,1,6,3,44,20061.0,0,0,3,9,25,1,9.0,0
2019,5,SP,0,1,6,9,44,1936.0,0,0,6,7,36,1,2.0,0
2019,11,SP,0,3,11,9,44,3542.0,0,0,7,5,56,1,2.0,0
2019,8,SP,0,1,11,1,44,2614.0,0,0,7,6,49,1,2.0,0
2018,10,SP,0,1,4,1,44,1451.0,0,0,6,5,27,1,2.0,0
2018,10,SP,1,1,2,4,44,1339.0,0,0,4,7,41,0,2.0,1
2019,3,SP,1,1,2,8,30,1578.0,0,0,2,9,26,0,2.0,1
2019,3,SP,0,1,11,3,44,998.0,0,0,6,6,53,1,2.0,0
2018,8,SP,0,1,4,6,44,1755.0,0,0,7,7,27,1,8.0,0
2018,8,SP,0,1,4,6,44,1755.0,0,0,7,5,24,1,8.0,0
2018,8,SP,0,1,4,6,44,1755.0,0,0,7,5,24,1,8.0,0
2019,3,SP,1,1,2,3,44,1655.0,0,0,7,6,60,1,2.0,1
2019,2,SP,1,1,2,8,44,4608.0,0,0,8,9,38,1,2.0,1
2018,7,SP,1,1,2,2,44,1500.0,0,0,9,7,42,1,2.0,1
2019,12,SP,1,1,2,3,44,1295.0,0,0,4,7,25,0,2.0,1
2018,7,SP,1,1,2,4,44,2762.0,0,0,7,7,31,1,8.0,1
2018,7,SP,1,1,2,4,44,1791.0,0,0,7,7,39,1,8.0,1
2018,6,SP,1,1,2,1,44,1220.0,0,0,5,5,53,1,2.0,1
2018,7,SP,1,1,2,2,44,1383.0,0,0,7,7,22,1,2.0,1
2018,11,SP,1,1,2,4,23,599.0,0,0,5,7,23,0,2.0,1
2018,2,SP,1,1,2,6,44,1486.0,0,0,5,7,44,0,2.0,1
2018,6,SP,1,1,2,8,44,1996.0,0,0,7,7,56,1,4.0,1
2018,2,SP,0,1,4,6,44,1108.0,0,0,5,7,47,0,2.0,0
2019,6,SP,0,1,4,1,44,1791.0,0,0,7,5,51,1,2.0,0
2018,4,SP,0,1,4,6,44,2866.0,0,0,7,2,65,1,8.0,0
2018,3,SP,0,3,6,2,44,1125.0,0,0,6,2,58,0,4.0,0
2018,8,SP,0,1,4,2,44,1300.0,0,0,7,7,35,0,2.0,0
2019,7,SP,1,1,1,1,44,1273.0,0,0,5,7,31,0,8.0,1
2018,4,SP,1,1,2,9,44,1170.0,0,0,8,3,55,1,4.0,1
2019,4,SP,1,1,2,9,44,1423.0,0,0,6,5,55,1,9.0,1
2019,3,SP,0,1,4,1,44,1567.0,0,0,5,7,21,1,2.0,0
2019,5,SP,1,1,25,6,44,1612.0,0,0,7,7,38,1,2.0,1
2019,3,SP,1,1,2,5,44,2985.0,0,0,7,7,43,1,8.0,1
2018,5,SP,1,1,2,1,44,1302.0,0,0,5,6,31,1,8.0,1
2019,6,SP,1,1,2,4,40,3568.0,0,0,2,9,32,0,2.0,1
2019,5,SP,1,1,2,6,44,1800.0,0,0,4,7,25,1,2.0,1
2019,8,SP,1,1,2,6,44,1500.0,0,0,4,7,29,0,8.0,1
2018,12,SP,1,1,2,5,44,1433.0,0,0,5,7,33,1,4.0,1
2019,7,SP,0,1,6,1,37,1500.0,0,0,4,8,27,0,8.0,0
2018,6,SP,0,1,6,2,44,1547.0,0,0,9,7,26,1,2.0,0
2018,6,SP,0,1,6,7,20,710.0,1,0,4,7,19,0,8.0,0
2019,3,SP,0,1,11,1,44,1313.0,0,0,5,6,33,0,2.0,0
2019,4,SP,1,1,1,3,44,1310.0,0,0,5,7,21,0,2.0,1
2018,2,SP,1,1,1,4,44,1109.0,0,0,7,7,19,0,2.0,1
2018,3,SP,1,1,1,3,44,1215.0,0,0,3,7,19,1,8.0,1
2019,5,SP,1,1,1,8,44,1126.0,0,0,7,7,21,1,8.0,1
2019,2,SP,1,1,1,6,36,850.0,1,0,4,7,18,1,2.0,1
2019,2,SP,1,1,1,6,36,850.0,1,0,4,7,18,1,2.0,1
2019,12,SP,1,1,1,4,44,1452.0,0,0,5,7,19,0,8.0,1
2019,4,SP,1,1,1,9,36,1050.0,0,0,4,7,20,1,8.0,1
2018,12,SP,1,1,1,1,44,1368.0,0,0,5,7,29,1,2.0,1
2019,5,SP,1,1,1,8,44,1126.0,0,0,7,7,21,1,8.0,1
2018,8,SP,1,1,1,8,36,1530.0,0,0,3,7,19,0,2.0,1
2018,12,SP,1,1,2,6,44,1245.0,0,0,7,6,18,0,4.0,1
2018,2,SP,1,1,2,6,44,1352.0,0,0,7,7,27,1,4.0,1
2018,10,SP,1,1,2,8,44,1082.0,0,0,7,7,28,1,8.0,1
2018,6,SP,1,1,2,4,44,1609.0,0,0,4,9,47,1,2.0,1
2019,8,SP,1,1,2,5,44,1775.0,0,0,4,7,32,0,2.0,1
2019,2,SP,1,1,2,5,44,1065.0,0,0,7,6,56,1,4.0,1
2019,2,SP,1,1,2,3,44,1490.0,0,1,5,7,25,1,2.0,1
2019,3,SP,1,1,2,6,44,1918.0,0,0,5,7,22,0,2.0,1
2019,6,SP,1,1,2,4,44,2300.0,0,0,4,9,24,0,9.0,1
2018,10,SP,1,1,2,5,44,4000.0,0,0,3,9,33,1,2.0,1
2019,2,SP,1,1,2,4,44,1340.0,0,0,5,5,41,0,8.0,1
2018,5,SP,1,1,2,4,44,1218.0,0,0,7,4,39,1,8.0,1
2019,3,SP,1,1,2,5,44,2800.0,0,0,9,9,45,1,2.0,1
2019,6,SP,1,1,2,2,44,1435.0,0,0,4,7,22,0,2.0,1
2018,9,SP,1,1,2,1,44,1800.0,0,0,7,6,34,1,8.0,1
2018,11,SP,1,1,2,3,44,1683.0,0,0,5,7,22,0,9.0,1
2018,12,SP,1,1,2,4,44,1577.0,0,0,4,7,29,1,4.0,1
2019,6,SP,1,1,2,5,44,1411.0,0,0,5,7,19,1,4.0,1
2018,7,SP,1,1,2,3,44,1752.0,0,0,7,7,56,1,2.0,1
2018,3,SP,1,1,2,4,44,1387.0,0,0,4,7,32,0,4.0,1
2018,4,SP,1,1,2,2,44,1242.0,0,0,4,8,21,0,2.0,1
2019,3,SP,1,1,2,6,44,1566.0,0,0,8,7,30,1,8.0,1
2018,4,SP,1,1,2,1,25,2404.0,0,0,3,9,42,0,2.0,1
2019,12,SP,1,1,2,8,44,22300.0,0,0,1,9,40,1,2.0,1
2019,6,SP,1,1,2,3,44,1348.0,0,0,5,7,33,1,8.0,1
2018,1,SP,1,1,2,4,44,1809.0,0,0,4,9,23,1,4.0,1
2019,5,SP,1,1,2,1,44,1452.0,0,0,5,7,19,1,2.0,1
2019,9,SP,1,1,2,3,44,1375.0,0,0,7,7,45,1,2.0,1
2019,9,SP,1,1,2,6,44,1596.0,0,1,7,7,36,1,2.0,1
2018,8,SP,1,1,2,4,44,1725.0,0,0,7,7,39,1,2.0,1
2018,5,SP,1,1,2,5,44,1598.0,0,0,4,7,34,1,2.0,1
2018,12,SP,1,1,2,1,44,1872.0,0,0,3,7,24,1,8.0,1
2018,1,SP,1,1,2,2,44,1046.0,0,0,5,7,36,0,8.0,1
2019,9,SP,1,1,2,6,44,2011.0,0,1,7,7,32,1,2.0,1
2018,2,SP,1,1,2,5,44,2000.0,0,0,3,9,37,1,4.0,1
2018,4,SP,1,1,2,3,44,1976.0,0,0,7,7,45,1,9.0,1
2018,1,SP,1,1,2,9,43,8109.0,0,0,2,9,24,1,2.0,1
2019,4,SP,1,1,2,6,44,1315.0,0,0,7,6,39,1,9.0,1
2018,7,SP,1,1,2,5,44,1522.0,0,0,3,7,35,0,9.0,1
2018,10,SP,1,1,2,3,44,1239.0,0,0,4,7,35,0,2.0,1
2018,4,SP,1,1,2,1,25,2404.0,0,0,3,9,42,0,2.0,1
2019,7,SP,1,1,2,5,44,2450.0,0,0,7,7,45,1,8.0,1
2018,5,SP,1,1,2,8,36,1689.0,0,0,4,7,29,0,2.0,1
2018,9,SP,1,1,2,4,44,1500.0,0,0,4,7,29,0,8.0,1
2018,12,SP,1,1,2,4,44,1342.0,0,0,7,7,26,1,8.0,1
2018,6,SP,1,1,2,4,44,1905.0,0,0,5,5,28,1,2.0,1
2019,9,SP,1,1,2,2,44,1322.0,0,0,5,3,40,1,8.0,1
2019,2,SP,1,1,2,4,44,1452.0,0,0,5,7,22,1,8.0,1
2018,3,SP,1,1,2,6,44,1329.0,0,0,5,6,23,1,2.0,1
2019,6,SP,1,1,2,5,44,1315.0,0,0,7,7,48,1,2.0,1
2018,3,SP,1,1,2,6,44,1329.0,0,0,5,6,23,1,2.0,1
2019,6,SP,1,1,2,3,44,1800.0,0,0,7,6,29,1,2.0,1
2018,5,SP,1,1,2,9,44,1144.0,0,0,4,7,20,0,8.0,1
2019,8,SP,1,1,2,7,44,1579.0,0,0,7,7,32,1,2.0,1
2019,5,SP,1,1,2,6,44,1300.0,0,0,4,7,31,0,9.0,1
2019,11,SP,1,1,2,1,44,1452.0,0,0,3,7,23,0,8.0,1
2019,8,SP,1,1,2,4,44,1550.0,0,0,7,7,19,1,2.0,1
2018,8,SP,1,1,2,6,44,1493.0,0,0,8,7,46,1,2.0,1
2018,11,SP,1,1,2,5,44,1249.0,0,0,5,7,42,1,4.0,1
2019,12,SP,1,1,2,7,44,1369.0,0,0,5,7,19,0,9.0,1
2018,2,SP,1,1,2,6,40,1550.0,0,0,3,7,51,1,2.0,1
2019,9,SP,1,1,2,7,44,2095.0,0,0,4,9,38,0,2.0,1
2018,2,SP,1,1,2,1,44,1181.0,0,0,5,7,28,1,2.0,1
2019,3,SP,1,1,2,3,44,1931.0,0,0,5,7,29,1,2.0,1
2019,1,SP,1,1,2,6,24,888.0,0,0,5,7,27,1,9.0,1
2019,8,SP,1,1,2,6,44,1200.0,0,0,5,7,35,0,2.0,1
2018,1,SP,1,1,2,6,44,2577.0,0,0,3,9,36,1,8.0,1
2019,3,SP,1,1,2,3,44,1245.0,0,0,5,6,40,0,8.0,1
2019,12,SP,1,1,2,1,44,1414.0,0,0,7,7,30,1,8.0,1
2019,6,SP,1,1,2,5,44,1525.0,0,0,3,9,39,0,9.0,1
2018,8,SP,0,1,4,7,44,8914.0,0,0,7,7,50,1,8.0,0
2018,3,SP,0,1,4,6,44,5693.0,0,0,7,8,33,1,2.0,0
2018,10,SP,0,1,4,6,44,1995.0,0,0,4,7,42,1,8.0,0
2018,8,SP,0,1,4,4,44,1121.0,0,0,7,6,20,1,2.0,0
2019,7,SP,0,1,4,5,44,1667.0,0,0,8,7,27,1,2.0,0
2019,11,SP,0,1,4,9,44,1551.0,0,0,5,7,45,0,8.0,0
2019,7,SP,0,1,4,4,44,1200.0,0,0,2,9,36,0,2.0,0
2018,6,SP,0,1,4,5,44,1643.0,0,0,8,7,34,1,2.0,0
2019,8,SP,0,1,4,4,44,2049.0,0,0,8,7,47,1,2.0,0
2018,8,SP,0,1,4,2,44,1828.0,0,0,5,5,51,1,8.0,0
2018,2,SP,0,1,4,6,44,1251.0,0,0,7,6,32,0,8.0,0
2018,4,SP,0,1,4,7,42,2518.0,0,0,3,7,26,0,2.0,0
2019,3,SP,0,1,4,2,44,1242.0,0,0,7,7,18,1,9.0,0
2018,6,SP,0,1,4,2,44,1250.0,0,0,5,7,39,0,8.0,0
2018,2,SP,0,1,4,9,36,994.0,0,0,4,7,21,0,8.0,0
2019,8,SP,0,1,4,2,20,2026.0,0,0,2,9,38,0,9.0,0
2018,4,SP,0,1,4,8,36,930.0,0,1,3,6,39,0,2.0,0
2019,5,SP,0,1,4,7,44,1651.0,0,0,4,7,39,1,4.0,0
2018,9,SP,0,1,4,9,40,4201.0,0,0,3,9,29,1,2.0,0
2019,4,SP,0,1,4,5,44,1440.0,0,0,7,7,31,1,8.0,0
2018,8,SP,0,1,4,5,44,1279.0,0,0,4,7,21,0,9.0,0
2019,4,SP,0,1,4,9,44,1662.0,0,0,5,7,22,1,2.0,0
2018,4,SP,0,1,4,2,44,1750.0,0,0,7,5,26,1,8.0,0
2018,5,SP,0,1,4,2,44,1160.0,0,0,3,7,24,0,2.0,0
2019,7,SP,0,1,4,7,44,52500.0,0,0,1,9,53,0,2.0,0
2018,5,SP,0,1,4,5,44,1108.0,0,0,5,7,28,1,9.0,0
2019,5,SP,0,1,4,9,44,1315.0,0,0,7,7,33,1,2.0,0
2019,2,SP,0,1,4,4,44,1452.0,0,0,7,7,22,1,8.0,0
2018,5,SP,0,1,4,4,44,1664.0,0,0,5,7,21,0,2.0,0
2019,12,SP,0,1,4,6,44,1383.0,0,0,7,7,36,1,9.0,0
2018,1,SP,0,1,4,2,44,1334.0,0,0,5,7,22,1,9.0,0
2019,6,SP,0,1,4,2,44,1760.0,0,0,7,7,48,1,4.0,0
2019,3,SP,0,1,4,5,44,1258.0,0,0,5,7,18,1,8.0,0
2018,11,SP,0,1,4,1,44,1315.0,0,0,7,7,55,1,9.0,0
2018,11,SP,0,1,4,1,44,1560.0,0,0,5,7,34,1,2.0,0
2019,4,SP,0,1,4,9,44,1662.0,0,0,5,8,28,1,2.0,0
2019,6,SP,0,1,4,7,44,1269.0,0,0,7,6,33,1,2.0,0
2019,1,SP,0,1,4,2,44,1315.0,0,0,4,7,24,0,8.0,0
2018,4,SP,0,1,4,3,44,1435.0,0,0,4,7,27,0,8.0,0
2018,12,SP,0,1,4,4,44,1409.0,0,0,7,7,48,1,8.0,0
2018,9,SP,0,1,4,4,44,2020.0,0,0,7,7,40,1,8.0,0
2019,4,SP,0,1,4,5,44,1413.0,0,0,4,9,42,0,4.0,0
2019,11,SP,0,1,4,3,36,1099.0,0,0,5,7,49,0,2.0,0
2018,2,SP,0,1,4,1,44,2130.0,0,0,3,7,37,1,9.0,0
2018,10,SP,0,1,4,6,44,1734.0,0,0,5,7,35,0,8.0,0
2019,5,SP,0,1,4,9,35,3267.0,0,0,5,8,41,0,2.0,0
2019,10,SP,0,1,4,3,44,1370.0,0,0,5,7,20,0,9.0,0
2018,2,SP,0,1,5,6,44,2314.0,0,0,8,7,27,1,2.0,0
2019,3,SP,0,1,5,4,44,1454.0,0,0,5,5,24,1,2.0,0
2018,8,SP,0,1,5,6,44,1279.0,0,0,7,7,28,0,4.0,0
2018,3,SP,0,1,6,9,40,4507.0,0,0,3,9,32,1,8.0,0
2019,12,SP,0,1,6,5,44,1458.0,0,0,4,7,26,0,2.0,0
2019,6,SP,0,1,6,3,44,1229.0,0,0,5,7,33,0,8.0,0
2018,7,SP,0,1,6,3,44,2480.0,0,0,4,7,27,1,4.0,0
2019,12,SP,0,1,6,8,36,703.0,1,0,3,7,20,1,2.0,0
2018,11,SP,0,1,6,3,44,2000.0,0,0,1,7,29,1,2.0,0
2019,3,SP,0,1,6,2,44,1483.0,0,0,7,7,20,1,9.0,0
2019,9,SP,0,1,6,4,44,2043.0,0,0,5,7,28,1,2.0,0
2018,9,SP,0,1,6,1,44,1587.0,0,0,2,9,20,1,9.0,0
2019,7,SP,0,1,6,6,44,1342.0,0,0,5,7,22,0,2.0,0
2019,10,SP,0,1,6,5,30,998.0,1,0,8,7,19,1,8.0,0
2018,9,SP,0,1,6,6,44,1638.0,0,0,4,7,29,1,8.0,0
2018,6,SP,0,1,6,9,36,1620.0,0,0,4,7,20,1,8.0,0
2018,9,SP,0,1,6,2,44,1945.0,0,0,7,5,28,1,2.0,0
2019,8,SP,0,1,6,3,44,1375.0,0,0,4,7,19,1,2.0,0
2018,7,SP,0,1,6,7,44,2310.0,0,0,4,7,43,1,2.0,0
2019,8,SP,0,1,6,5,44,2201.0,0,0,8,7,38,0,2.0,0
2019,5,SP,0,1,6,3,44,4351.0,0,0,1,4,38,1,8.0,0
2019,7,SP,0,1,6,1,44,1513.0,0,0,9,7,25,1,9.0,0
2019,6,SP,0,1,11,6,44,1315.0,0,0,7,7,46,1,8.0,0
2019,1,SP,0,1,11,5,44,1256.0,0,0,7,7,35,1,2.0,0
2018,12,SP,0,1,11,4,44,1315.0,0,0,5,7,19,0,2.0,0
2019,12,SP,0,1,11,1,44,1401.0,0,0,4,7,26,1,4.0,0
2018,9,SP,0,1,11,5,44,1305.0,0,0,4,7,31,0,2.0,0
2019,10,SP,0,1,11,3,44,1369.0,0,0,5,7,19,1,9.0,0
2019,10,SP,0,1,11,1,44,1400.0,0,0,7,5,22,1,2.0,0
2019,5,SP,1,1,25,4,40,3877.0,0,0,2,9,30,0,2.0,1
2019,7,SP,0,1,33,4,44,2621.0,0,0,4,7,32,0,2.0,0
2018,7,SP,0,1,33,5,44,3381.0,0,0,3,7,50,1,2.0,0
2018,4,SP,0,1,33,5,44,1283.0,0,0,5,7,24,1,4.0,0
2018,12,SP,0,1,4,1,44,1166.0,0,0,6,5,36,0,8.0,0
2018,5,SP,0,3,4,1,44,1133.0,0,0,6,6,36,1,8.0,0
2018,9,SP,1,3,2,5,44,1194.0,0,0,7,5,27,0,4.0,1
2018,5,SP,1,3,2,5,44,1194.0,0,0,7,5,23,1,9.0,1
2019,4,SP,1,1,2,4,44,1366.0,0,0,6,7,38,1,2.0,1
2018,12,SP,1,1,2,1,44,1297.0,0,0,5,7,21,1,2.0,1
2019,4,SP,0,1,4,5,44,1444.0,0,0,6,5,22,1,8.0,0
2018,10,SP,0,1,6,4,44,1497.0,0,0,3,7,30,0,2.0,0
2018,3,SP,0,1,11,2,44,1125.0,0,0,5,7,29,1,2.0,0
2019,10,SP,1,1,1,8,44,5200.0,0,0,3,9,28,1,2.0,1
2019,12,SP,1,1,1,8,44,1577.0,0,0,3,9,20,1,2.0,1
2019,5,SP,1,1,2,2,44,1120.0,0,0,4,7,32,0,9.0,1
2019,5,SP,1,1,2,9,44,5000.0,0,0,3,9,25,1,8.0,1
2019,4,SP,1,1,2,5,44,1695.0,0,0,7,4,50,1,2.0,1
2019,4,SP,1,1,2,9,44,2400.0,0,0,3,8,26,1,8.0,1
2019,7,SP,1,1,2,1,44,1419.0,0,0,5,7,20,0,2.0,1
2019,3,SP,1,1,2,6,44,2214.0,0,0,7,4,40,1,2.0,1
2019,11,SP,1,1,2,3,44,1269.0,0,0,5,7,47,0,2.0,1
2018,4,SP,1,1,2,5,44,4846.0,0,0,3,9,32,1,2.0,1
2018,10,SP,1,1,2,4,44,1900.0,0,0,4,8,34,1,8.0,1
2019,11,SP,1,1,2,3,44,1984.0,0,0,4,7,21,1,2.0,1
2019,4,SP,0,1,4,9,40,21883.0,0,0,1,9,48,1,2.0,0
2018,2,SP,0,1,4,4,44,1416.0,0,0,7,5,18,1,8.0,0
2019,6,SP,0,1,6,1,44,1404.0,0,0,8,6,37,1,8.0,0
2018,12,SP,0,1,6,1,44,1318.0,0,0,5,9,29,0,2.0,0
2019,12,SP,0,1,11,4,44,1600.0,0,0,7,4,25,1,2.0,0
2018,3,SP,0,1,11,3,44,4500.0,0,0,7,9,40,1,2.0,0
2018,4,SP,1,1,25,5,40,1300.0,0,0,4,7,27,0,8.0,1
2018,5,SP,0,1,33,1,44,1357.0,0,0,7,5,29,0,2.0,0
2018,9,SP,1,1,2,7,44,1108.0,0,0,6,4,32,1,2.0,1
2019,10,SP,1,1,2,6,44,1678.0,0,0,4,7,22,1,2.0,1
2018,9,SP,1,1,2,5,44,2000.0,0,0,2,9,28,1,2.0,1
2019,6,SP,1,1,2,6,44,1599.0,0,0,4,3,38,1,2.0,1
2018,5,SP,0,1,4,6,44,1237.0,0,0,6,6,40,1,2.0,0
2019,6,SP,0,1,4,1,44,1185.0,0,0,4,7,27,0,2.0,0
2019,6,SP,0,1,43,1,44,1496.0,0,0,7,5,41,1,2.0,0
2019,1,SP,1,1,2,5,44,1276.0,0,0,7,7,27,1,2.0,1
2018,2,SP,1,1,2,9,44,1073.0,0,0,7,5,20,1,8.0,1
2018,2,SP,1,1,2,3,44,1144.0,0,0,5,4,36,0,2.0,1
2018,3,SP,0,3,4,3,44,1748.0,0,0,7,6,42,1,2.0,0
2018,1,SP,1,1,1,2,44,1307.0,0,0,7,7,18,1,4.0,1
2018,1,SP,1,3,2,3,44,1128.0,0,0,6,4,28,0,2.0,1
2019,2,SP,1,1,2,4,44,1246.0,0,0,5,4,43,0,8.0,1
2019,2,SP,1,1,2,1,44,1133.0,0,0,4,7,22,0,2.0,1
2019,1,SP,1,3,2,4,44,1141.0,0,0,6,5,44,0,9.0,1
2018,8,SP,0,1,4,4,44,1483.0,0,0,7,4,56,1,2.0,0
2019,8,SP,0,1,4,1,44,1163.0,0,0,7,4,23,1,2.0,0
2018,2,SP,0,3,4,4,44,1183.0,0,0,7,7,20,1,2.0,0
2018,8,SP,0,3,4,4,44,1108.0,0,0,5,7,36,1,2.0,0
2018,4,SP,1,1,25,4,44,1130.0,0,0,7,3,42,1,2.0,1
2018,4,SP,1,1,2,1,44,1620.0,0,0,6,5,43,1,2.0,1
2019,10,SP,1,1,2,2,44,1136.0,0,0,7,6,27,1,9.0,1
2019,10,SP,1,1,2,7,44,1422.0,0,0,5,7,31,0,9.0,1
2019,10,SP,1,1,2,2,44,1420.0,0,0,5,7,27,0,2.0,1
2019,9,SP,1,1,2,5,40,2287.0,0,0,7,7,35,1,2.0,1
2019,2,SP,1,1,2,2,44,1752.0,0,0,4,9,21,0,2.0,1
2019,9,SP,0,1,4,3,44,1595.0,0,0,5,6,34,0,8.0,0
2018,12,SP,1,1,2,3,38,1207.0,0,0,5,7,58,0,8.0,1
2018,12,SP,1,1,2,1,44,1354.0,0,0,5,7,29,1,2.0,1
2018,11,SP,1,1,1,6,44,1108.0,0,0,7,6,21,0,2.0,1
2019,4,SP,1,1,1,3,44,1550.0,0,0,5,7,19,0,2.0,1
2019,1,SP,1,1,2,3,44,2300.0,0,0,7,7,24,1,2.0,1
2018,3,SP,1,1,2,8,44,1155.0,0,0,7,7,22,1,4.0,1
2019,1,SP,1,1,2,1,44,1526.0,0,0,7,9,41,1,2.0,1
2019,4,SP,1,1,2,6,44,1110.0,0,0,5,7,31,0,2.0,1
2019,11,SP,1,1,2,5,44,1409.0,0,0,5,7,38,0,9.0,1
2018,3,SP,1,1,2,5,44,1251.0,0,0,7,3,44,0,8.0,1
2019,1,SP,1,1,2,2,44,1615.0,0,0,7,6,48,1,8.0,1
2019,11,SP,1,1,2,3,44,2200.0,0,0,7,7,28,1,8.0,1
2019,2,SP,1,1,2,7,44,1349.0,0,0,5,5,23,1,2.0,1
2018,9,SP,1,1,2,6,44,7000.0,0,0,2,9,36,1,2.0,1
2019,11,SP,1,1,2,6,40,10000.0,0,0,2,9,33,1,9.0,1
2018,2,SP,1,1,2,6,44,1345.0,0,0,5,7,18,1,4.0,1
2018,8,SP,1,1,2,6,44,1984.0,0,0,7,7,22,1,2.0,1
2019,3,SP,1,1,2,3,44,1600.0,0,0,4,7,21,0,2.0,1
2018,8,SP,1,1,2,5,40,1613.0,0,0,5,7,26,0,2.0,1
2018,10,SP,1,1,2,2,38,1215.0,0,0,7,7,27,0,8.0,1
2019,5,SP,1,1,2,4,44,1490.0,0,0,5,7,28,0,9.0,1
2018,6,SP,1,1,2,8,44,1955.0,0,0,9,7,50,1,4.0,1
2018,3,SP,1,1,2,3,44,1352.0,0,0,4,7,20,0,4.0,1
2019,9,SP,1,1,2,4,44,1264.0,0,0,5,7,29,0,8.0,1
2018,8,SP,1,1,2,6,44,1984.0,0,0,7,7,22,1,2.0,1
2018,6,SP,1,1,2,3,44,1339.0,0,0,5,7,22,0,9.0,1
2018,2,SP,1,1,2,4,44,3000.0,0,0,8,8,39,1,2.0,1
2018,1,SP,0,1,4,8,44,1529.0,0,0,3,7,34,1,2.0,0
2019,6,SP,0,1,4,2,44,1879.0,0,0,1,7,39,0,2.0,0
2019,6,SP,0,1,4,7,44,1733.0,0,0,8,7,35,1,2.0,0
2018,6,SP,0,1,4,4,44,1930.0,0,0,4,7,27,0,8.0,0
2018,7,SP,0,1,4,6,44,3202.0,0,0,9,7,54,1,8.0,0
2019,8,SP,0,1,4,5,44,1423.0,0,0,5,7,42,0,2.0,0
2019,3,SP,0,1,4,6,44,2286.0,0,0,7,7,23,1,2.0,0
2018,2,SP,0,1,4,6,42,3444.0,0,0,4,7,49,0,2.0,0
2019,7,SP,0,1,4,5,44,2600.0,0,0,4,7,28,1,2.0,0
2018,7,SP,0,1,4,3,44,1348.0,0,0,5,7,35,0,2.0,0
2019,3,SP,0,1,6,2,22,1700.0,0,0,5,4,76,0,2.0,0
2019,11,SP,0,1,6,3,44,1419.0,0,0,7,8,25,1,9.0,0
2018,8,SP,0,1,6,3,44,1518.0,0,0,8,7,22,1,2.0,0
2019,4,SP,0,1,6,1,44,1500.0,0,0,4,7,20,0,2.0,0
2019,10,SP,0,1,6,1,44,1380.0,0,0,4,7,41,0,2.0,0
2019,6,SP,0,1,6,1,44,1752.0,0,0,7,5,48,1,2.0,0
2019,11,SP,0,1,6,5,40,1622.0,0,0,5,7,35,0,2.0,0
2019,2,SP,0,1,6,4,44,1569.0,0,0,5,9,35,0,2.0,0
2018,1,SP,0,1,11,6,44,1455.0,0,0,4,7,25,0,9.0,0
2019,3,SP,1,1,25,9,44,1579.0,0,0,7,7,42,1,2.0,1
2019,10,SP,1,1,25,1,40,2000.0,0,0,2,9,44,1,9.0,1
2019,1,SP,1,1,25,9,44,1130.0,0,0,7,6,32,1,8.0,1
2019,4,SP,1,1,25,4,44,1483.0,0,0,7,7,37,1,8.0,1
2018,3,SP,1,1,2,8,44,1135.0,0,0,6,7,48,1,8.0,1
2019,2,SP,1,1,2,1,44,1440.0,0,0,7,7,62,1,2.0,1
2019,4,SP,1,1,2,4,44,2653.0,0,0,2,9,29,0,8.0,1
2018,7,SP,1,1,2,2,44,1707.0,0,0,5,7,39,0,2.0,1
2018,9,SP,1,1,1,1,30,800.0,0,0,5,7,18,0,2.0,1
2018,5,SP,0,1,4,6,44,1586.0,0,0,7,1,52,1,2.0,0
2019,5,SP,1,1,25,6,44,1458.0,0,0,7,7,23,1,2.0,1
2019,5,SP,1,1,25,6,44,1458.0,0,0,7,7,23,1,2.0,1
2019,3,SP,1,1,2,6,44,1293.0,0,0,7,2,36,0,2.0,1
2019,8,SP,1,1,2,9,20,454.0,1,0,9,6,17,0,2.0,1
2019,8,SP,0,1,4,3,44,2729.0,0,0,8,4,34,1,2.0,0
2019,6,SP,0,1,8,9,44,1425.0,0,0,6,3,42,1,2.0,0
2018,1,SP,1,1,1,1,44,1430.0,0,0,7,5,27,1,2.0,1
2019,7,SP,1,1,2,1,44,1500.0,0,0,6,4,39,1,2.0,1
2019,1,SP,1,1,2,6,44,1156.0,0,0,6,4,43,1,2.0,1
2019,2,SP,0,3,4,3,44,2270.0,0,0,4,9,23,1,2.0,0
2019,11,SP,0,1,4,6,44,1315.0,0,1,4,7,31,1,2.0,0
2019,10,SP,0,1,4,1,44,2504.0,0,0,6,5,30,1,2.0,0
2019,10,SP,1,1,2,3,44,1360.0,0,1,5,7,31,1,8.0,1
2019,9,SP,1,1,2,3,36,1466.0,0,0,4,5,35,1,4.0,1
